요리명,요리재료내용,필수재료
두부조림,[재료] 고춧가루| 마늘| 앙퍄| 파| 깨소금| 간장| 요리당,"고춧가루,마늘,앙퍄,파,깨소금,간장,요리당"
오이소박이,[재료] 오이 5개| 부추 1줌| 밀가루 1큰술| 물 5~10큰술 [양념] 고추가루 5큰술| 멸치액젓 6큰술| 다진마늘 1큰술| 설탕 0.5큰술| 새우젓 1큰술,"오이,부추,밀가루,물"
계란찜,[재료] 물| 달걀 2-3알| 부추| 당근| 새우젓 0.7t| 다시마,"물,달걀,부추,당근,새우젓,다시마"
감자전,[재료] 감자 [양념] 토마토케첩| 초간장,감자
계란말이,[재료] 계란 5개| 대파 30g| 양파 30g| 당근 20g [양념] 꽃소금 1/2작은술| 설탕 1/2작은술| 식용유 3큰술| 청정원 사과식초 1~2방울,"계란,대파,양파,당근"
어묵볶음,[재료] 사각어묵 3장| 감자 1개| 양파 1/2개| 새송이버섯 1개| 마늘| 카놀라유| 대파 [양념] 설탕 1큰술| 간장 5큰술| 참기름| 통깨| 물,"사각어묵,감자,양파,새송이버섯,마늘,카놀라유,대파"
순두부찌개,[재료] 순두부 1봉지| 쇠고기 100g| 양파 1/2개| 새우 10마리| 달걀 1개| 청양고추 1개| 홍고추 1개| 대파 1/2대| 후추 약간| 멸치 육수 2+1/2컵 [양념] 고추장 1+1/2큰술| 된장 1큰술| 고춧가루 2큰술| 간장 1/2큰술| 다진 마늘 1큰술| 소금 약간,"순두부,쇠고기,양파,새우,달걀,청양고추,홍고추,대파,후추,멸치육수"
두부조림,[재료] 두부 1모| 청양고추 1개| 대파 [양념] 물 2국자| 고춧가루 1큰술| 다진마늘 1/2큰술 [백종원 만능간장 재료] 돼지고기(갈은것) 1.5컵(300g)| 설탕 1/2컵| 간장 3컵,"두부,청양고추,대파"
무생채,[재료] 무 730g | 굵은소금 3t [양념] 고추가루 4T| 까나리 2T| 마늘 1t| 파 약간| 통깨 약간,"무,굵은소금"
무생채,[재료] 무 1.2kg| 대파 2대(2뿌리) [양념] 고추가루 6T| 설탕 3T| 액젓 5T| 소금 1T| 다진마늘 3T,"무,대파"
오징어튀김,[필수재료] 오징어 1마리| 박력분 1/2cup| 소금 약간| 후추 약간| 레몬 1/4개 [선택재료] 파슬리가루 약간,"오징어,박력분,소금,후추,레몬"
떡꼬치,[재료] 떡볶이떡| 햄| 나무꼬지 [양념장] 고추장 2T| 케첩 2.5T| 물엿 2T| 설탕 1T| 간장 0.2T| 식용유 0.2T| 다진마늘 0.3T| 후춧가루 약간| 물 1T| 고춧가루 0.3T,"떡볶이떡,햄,나무꼬지"
두부조림,[재료] 두부 1모| 청고추 2개| 파 1/2대 [양념] 고춧가루 1/2큰술| 고추장 1/3큰술| 간장 1 + 1/2큰술| 집간장 1 + 1/2작은술| 매실액 1큰술| 다진마늘 1큰술| 청주 1큰술| 후추 약간,"두부,청고추,파"
오이소박이,[재료] 오이 7개| 부추 1줌| 쪽파 (작게) 1줌 [양념] 까나리 액젓(멸치액젓) 3큰술| 고추가루 3큰술| 다진마늘 1+1/2큰술| 생강가루 약간| 소금 1작은술| 아가베시럽(설탕or올리고당) 1큰술,"오이,부추,쪽파"
잔치국수,[재료] 소면 1줌| 애호박 1/3개| 당근 1/3개| 달걀 1개| 소금 조금| 후춧가루 조금| 대파 조금| 카놀라유 조금 [멸치육수] 멸치 10마리정도| 다시마 조금| 마른새우(북어) 조금,"소면,애호박,당근,달걀,소금,후춧가루,대파,카놀라유멸치,다시마,마른새우"
감자조림,[감자|당근|양파|강낭콩| 대파파] 감자 3개| 당근(小) 1개| 양파(小) 1개| 완두콩 4TS| 대파 1개 [간장|올리고당|간마늘] 간장 5~7TS| 올리고당 5~7TS| 간마늘 1TS,"감자,당근,양파,완두콩,대파,올리고당,간마늘간장,올리고당,간마늘"
간장게장,[재료] 숫게 5개| 생강 2개| 배 1개| 사과 1개| 양파 1개| 통마늘 3개| 진간장 2컵| 물 6컵| 청주 2큰술| 매실액 1큰술| 꿀 3큰술| 삼계탕한약재 1팩| 월계수잎 2장| 계피가루 1큰술| 고춧씨 조금,"숫게,생강,배,사과,양파,통마늘,진간장,물,청주,매실액,꿀,삼계탕한약재,월계수잎,계피가루,고춧씨"
무생채,[재료] 무 1/2토막 [양념] 고추가루 4큰술| 설탕 5큰술| 식초 5큰술| 다진마늘 1큰술| 다진파 2큰술,무
김치찌개,[재료] 김치 1포기| 삼겹살 1줄| 양파 1개| 대파 2대 [양념] 다진마늘 1T| 고춧가루 2T| 국간장 2T| 새우젓 1T| 물 500ml,"김치,삼겹살,양파,대파"
계란찜,[재료] 계란 5개| 멸치 5개| 다시마 1개| 소금 1t| 대파 약간| 홍고추 약간,"계란,멸치,다시마,소금,대파,홍고추"
오이소박이,[재료] 백오이 3개| 굵은소금 2큰술| 물 약간| 부추 60g [양념] 고춧가루 2큰술| 새우젓 1큰술| 멸치액젓 1큰술| 다진파 1/2큰술| 다진 마늘 1/2큰술| 설탕 1/2큰술,"백오이,굵은소금,물,부추"
두부조림,[재료] 두부 1모| 식용유 넉넉히| 양파 1/3개| 대파 /2개 [양념] 고추가루 1큰술| 설탕 1/2큰술| 맛술 1큰술| 진간장 3큰술| 간마늘 1/2큰술,"두부,식용유,양파,대파"
짜장면,[재료] 돼지고기 300g| 호박 150g(쥬키니호박1/2개)| 양파(큰거 2개분량정도) 600g| 감자 200g(어른주먹만한크기1.5개)| 양배추 300g| 파기름 80ml| 닭육수 600ml| 돼지기름| 전분물 [면재료] 중력분 500g| 감자전분 50g| 소다 5g| 물 300ml정도 [양념] 춘장(사자표) 300g| 다진마늘 1티스픈| 설탕 3스픈 [면 양념] 소금 7g,"돼지고기,호박,양파,감자,양배추,파기름,닭육수,돼지기름,전분물중력분,감자전분,소다,물"
두부조림,[재료] 두부 420g| 양파 1개| 홍고추 1개| 청양고추 1개| 쑥갓 조금| 다시마물 230ml| 식용유| 소금 [양념] 양념 양조간장 2큰술| 고춧가루 1+1/2큰술| 올리고당 1큰술| 맛술 1/2큰술| 다진 마늘 1/2큰술,"두부,양파,홍고추,청양고추,쑥갓,다시마물,식용유,소금"
쫄면,[재료] 쫄면 2인분| 콩나물 2줌| 오이 1/4개| 당근 1/5개| 적양배추 5장| 삶은 달걀 1개 [양념] 고추장 4큰술| 고춧가루 1큰술| 간장 1.5큰술| 물엿 1큰술| 설탕 1큰술| 식초 1.5큰술| 참기름 1큰술| 다진 마늘 0.5큰술| 과일즙 1큰술,"쫄면,콩나물,오이,당근,적양배추,삶은달걀"
고등어조림,[재료] 고등어 3마리| 묵은지or신김치| 무| 감자| 양파| 대파| 청양고추| 김치국물 3국자 [양념장] 된장 1큰술| 진간장 6큰술| 참기름 1큰술| 고추가루 3큰술| 후추가루| 설탕| 다진마늘 1큰술,"고등어,묵은지"
시금치나물,[재료] 시금치 1단 [양념] 소금 1/2작은술| 설탕 2/3작은술| 다진 대파 1큰술| 다진 마늘 1작은술| 참기름 1큰술| 볶음 깨 1작은술,시금치
육개장,[육개장 ?재료] 쇠고기 220g| 대파 5대| 무 400g| 양파 1개| 표고버섯 5개| 토란대 250g| 콩나물 300g| 청양고추 3개| 고춧가루 7큰술| 진간장 5.5큰술| 마늘 3큰술| 소금 간에따라조절,"쇠고기,대파,무,양파,표고버섯,토란대,콩나물,청양고추,고춧가루,진간장,마늘,소금간에따라조절"
김치볶음밥,[재료] 밥 2공기| 김치 1포기| 어묵 3장| 계란 2개| 파슬리 약간 [양념] 설탕 1/2큰술| 굴소스 1큰술| 통깨 약간| 들기름 2.5큰술,"밥,김치,어묵,계란,파슬리"
닭볶음탕,[재료] 닭볶음용 닭 2팩| 감자 6개| 대파 2개| 양파 2개| 청양고추 2개| 당면 적당히 [양념] 고추장 8T| 다진마늘 2T| 일반 고추가루 2T| 청양고추가루 2T| 간장 20T| 올리고당 12T,"닭볶음용닭,감자,대파,양파,청양고추,당면"
제육볶음,[재료] 돼지고기 600g| 큰 양파 2개| 양배추 50g| 청양고추 2개 [양념] 고추장 2큰술| 고춧가루 2큰술| 간장 2큰술| 생강술 2큰술| 다진 마늘 2큰술| 매실액 3 큰술| 후추 1큰술| 미림 1큰술| 물 1/3컵| 참기름 1큰술,"돼지고기,큰양파,양배추,청양고추"
시금치나물,[재료] 시금치 1단| 굵은소금 1/2수저| 대파 약간 [양념] 참기름 1큰술| 소금 약간| 다진마늘 1작은술| 깨소금 1큰술,"시금치,굵은소금,대파"
호박전,[재료] 애호박 1개| 청양초 3개| 새우가루 1/2컵| 달걀 2개| 간장 1숟가락| 콩기름 약간,"애호박,청양초,새우가루,달걀,간장,콩기름"
고등어조림,[재료] 고등어통조림 1캔| 감자 2개| 양파 1개| 파 1뿌리| 청양고추(가감가능) 3개 [양념] 고추장 1T| 고춧가루 1T| 진간장 4T| 설탕 1T| 마늘 1T| 참기름 1T,"고등어통조림,감자,양파,파,청양고추"
잡채,[재료] 당면| 목이버섯| 당근| 돼지고기| 팽이버섯| 부추| 양파 [양념] 깨소금| 참기름| 간장| 올리고당,"당면,목이버섯,당근,돼지고기,팽이버섯,부추,양파"
육개장,[재료] 소고기(양지) 400g| 숙주 300g| 고사리 200g| 대파 적당히| 청량고추 1개| 홍고추 1개 [양념] 국간장 1TS| 소금 적당히| 마늘 1TS| 고추가루 2TS,"소고기,숙주,고사리,대파,청량고추,홍고추"
계란말이,[재료] 달걀 3개| 맛살 1줄| 다진 파 1큰술 [양념] 소금 조금| 맛술 1큰술,"달걀,맛살,다진파"
닭볶음탕,[재료] 닭 1마리(마리당 800g)| 감자 2개| 양파 1개| 당근 1개 [양념] 고추장 3스픈 가득| 고추가루 2스픈| 갈은마늘 2스픈| 진간장 3스픈| 후추 조금| 설탕 2스픈| 올리고당 2스픈| 물 60ml,"닭,감자,양파,당근"
콩나물무침,[콩나물무국] 콩나물 1봉지| 무 1토막| 대파 1대| 청양고추 2개| 물 넉넉히 ? [콩나물무침] 콩나물 1봉지| 파 [콩나물무국 양념] 마늘| 국간장 2큰술| 소금 2큰술 [콩나물무침 양념] 마늘| 소금 1/2~1큰술| 고춧가루 2큰술| 참기름| 통깨,"콩나물,무,대파,청양고추,물콩나물,파마늘,국간장,소금,소금,고춧가루,참기름,통깨"
두부김치,[재료] 김치 3/4포기| 두부 2모| 돼지고기 목등심 300g| 들기름 1T| 포도씨 오일 1T| 참기름(또는 고추씨 기름) [김치 밑간] 고추장 1T| 고춧가루 1T| 된장 1/2T| 다진 마늘 1T| 참기름 약간 [고기 밑간] 간장 1T| 청주 1T| 생강즙 1T| 후추 넉넉히 [두부 밑간] 소금 약간| 후주 약간,"김치,두부,돼지고기목등심,들기름,포도씨오일,참기름고추장,고춧가루,된장,다진마늘,참기름간장,청주,생강즙,후추소금,후주"
메추리알장조림,[메추리알 장조림 재료] 메추리알 600g| 꽈리고추 100g| 다시마 1쪽| 건 청양고추 6개| 건 생강 2쪽 [장조림 달임장재료] 진간장 6T| 맛간장 4T| 설탕 1T| 맛술 2T| 물엿 1T| 물 1+1/2컵,"메추리알,꽈리고추,다시마,건청양고추,건생강,맛간장,설탕,맛술,물엿,물"
고등어조림,[재료] 고등어 1마리| 무 4분의1토막| 양파 1/2개| 대파 적당히| 땡초 3개 [양념] 간장| 고춧가루| 다진마늘| 생강청| 후추| 설탕,"고등어,무,양파,대파,땡초"
고등어조림,[재료] 고등어통조림 1캔| 무 280g [무 양념장] 고추가루 1T| 설탕 1T| 간장 3T| 고등어통조림(국물) 1/2컵| 마늘 1/3t [생선 양념장] 고추가루 1/2t| 설탕 1/2t| 간장 1T| 맛술 1T,"고등어통조림,무,설탕,간장,고등어통조림,마늘,설탕,간장,맛술"
된장찌개,[재료] 소고기 150그램| 표고버섯 2~3개| 감자| 대파| 청양고추| 두부 1/2모 [양념] 설탕 약간| 된장 1스푼| 고추장 1/2스푼,"소고기,표고버섯,감자,대파,청양고추,두부"
갈치조림,[재료] 갈치 1마리| 무 1줌| 감자 1/2개| 물 2컵| 풋고추 2개 [양념] 고춧가루 2큰술| 고추장 0.5큰술| 다진 마늘 1큰술| 간장 2큰술| 설탕 0.5큰술| 참기름 약간| 맛술 1큰술,"갈치,무,감자,물,풋고추"
더덕구이,[필수재료] 더덕 6뿌리 [양념재료] 다진 마늘 1T| 다진 대파 1T| 고추장 1T| 고춧가루 2T| 간장 1T| 물엿 1T| 맛술 1T| 참깨 1/2T| 참기름 1T [선택재료] 쪽파 1T| 참깨 약간,더덕
제육볶음,[재료] 돼지고기 2근| 대파 1뿌리| 양파 중 1개| 호박 1/3개 [양념] 고추장 7T| 고춧가루 3T| 맛술 5T| 간장 3T| 설탕 3T| 매실청 2T| 다진마늘 2T| 생강가루 1/4T| 후추 약간,"돼지고기,대파,양파중,호박"
제육볶음,[재료] 돼지고기 800g| 양파 1개| 대파 1개| 중간크기 당근 1/3개| 청양고추 3개 [양념] 간장 3스푼| 후추 약간| 마늘 2스푼| 간장 3스푼| 고춧가루 7스푼| 참기름 2스푼| 후추 약간| 물엿 6스푼| 마늘 2스푼,"돼지고기,양파,대파,중간크기당근,청양고추"
된장찌개,[재료] 다진돼지고기 300g| 무 1/3개| 된장 3큰술| 호박 1/4개| 두부 1/2모| 양파 1/2개| 표고버섯 2개| 팽이버섯 1개| 홍고추 1개| 청양고추 1개| 다진마늘 1큰술| 파 1/2개,"다진돼지고기,무,된장,호박,두부,양파,표고버섯,팽이버섯,홍고추,청양고추,다진마늘,파"
콩나물국,[재료] 콩나물 250그램| 다진마늘 1큰술| 대파 1/3대| 청양고추 1개| 홍고추 1/2개| 국간장 1큰술| 소금 약간| 멸치육수 ,"콩나물,다진마늘,대파,청양고추,홍고추,국간장,소금,멸치육수"
잡채,[잡채 재료] 당면 300g| 돼지고기 150g| 양파 1개| 당근 1/2개| 부추 60g| 통깨 적당량 [당면 삶는물 재료] ?물 10컵 10컵| 진간장 2/3컵| 식용유 6큰술| 흑설탕 2/3컵 [잡채 소스] 참기름 6큰술| 마늘 1/2큰술| 흑설탕 1/2큰술| 간장 1/2큰술,"당면,돼지고기,양파,당근,부추,통깨물,진간장,식용유,흑설탕,마늘,흑설탕,간장"
깻잎장아찌,[재료] 삭힌 깻잎 5묶음 [양념] 액젓 7큰술| 찹쌀풀 1컵| 물엿 2큰술| 다진마늘 1큰술| 쪽파 3큰술| 고추가루 4큰술| 간장 1큰술,삭힌깻잎
동그랑땡,[동그랑땡 재료] 돼지고기 400g| 부추 약간| 양파 1/2개| 대파 약간| 소금 0.3작은술| 파프리카(노란색 빨간색) 약간| 후추 솔솔| 설탕 약간| 마늘다진것 1큰술| 참기름 0.5큰술| 깨소금 2큰술| 계란 2개,"돼지고기,부추,양파,대파,소금,파프리카,후추,설탕,마늘다진것,참기름,깨소금,계란"
오이소박이,[재료] ?오이 10개| 부추 1/2단 [양념] 고춧가루 5~6큰술| 새우젓 2큰술| 액젓 1큰술| 다진 마늘 3큰술| 다진 생강 1작은술| 설탕 1큰술| 소금 1/2큰술? [찹쌀풀] 물 6큰술| 찹쌀가루 3큰술 [오이 절이기 ] 물 2L| 호렴(굵은 소금) 8큰술,"오이,부추"
김치볶음밥,[재료] 김치 1컵| 양파 1/4개| 대파(흰부분/초록부분) 각 5cm| 베이컨 적당량| 파프리카(짜투리채소) 조금 [추가 양념] 설탕 0.5T| 진간장 0.5T| 고춧가루 0.2T| 김치국물 2T [선택재료] 계란 후라이 1개,"김치,양파,대파각,베이컨,파프리카설탕,진간장,고춧가루,김치국물"
미역국,[재료] 마른미역 1줌| 물 4컵| 국거리용 쇠고기 150g [양념] 참기름 1큰술| 다진마늘 1/2큰술| 국간장 1큰술| 소금 약간| 후추 약간,"마른미역,물,국거리용쇠고기"
순두부찌개,[순두부재료] 김치 3장| 순두부 2국자| 바지락 5개 [양념] 들기름 1큰술| 고추기름 1큰술| 고추가루 1큰술| 국간장 1큰술| 새우젓 약간,"김치,순두부,바지락"
감자채볶음,[재료] 감자 1개| 당근 1/4개| 청량고추 3개 [양념] 소금 약간| 식용유 약간| 검은깨 약간,"감자,당근,청량고추"
닭볶음탕,[재료] 닭고기 1마리| 감자 2개| 양파 1개| 당근 1/2개| 팽이버섯 1봉지| 대파 1/2대| 청양고추 2개 [양념] 고추장 1T| 고춧가루 3T| 마늘 5알| 미림 1T| 간장 1T| 올리고당 1T| 소금 약간| 후추 약간,"닭고기,감자,양파,당근,팽이버섯,대파,청양고추"
멸치볶음,[재료] 멸치 200g| 설탕 1큰술| 식용유 4큰술| 진간장 2큰술| 올리고당 4큰술| 깨 조금| 견과류,"멸치,설탕,식용유,진간장,올리고당,깨,견과류"
닭볶음탕,[재료] 닭 1마리| 감자 1+1/2개| 양파 1개| 대파| 청양고추 3개| 소주| 청주 [양념] 마늘 1큰술| 생강 1/2큰술| 설탕 3큰술| 간장 1국자| 고춧가루 1국자,"닭,감자,양파,대파,청양고추,소주,청주"
열무김치,[재료] 열무 1단| 무 1/3개| 오이 1개| 붉은 고추 2개| 당근 1/3개 [양념] 굵은 소금 1공기| 사골육수 2컵| 고춧가루 1/2공기| 다진 마늘 2큰술| 다진 생강 2작은술| 생수 3리터| 소금 3큰술| 설탕 3큰술,"열무,무,오이,붉은고추,당근"
떡갈비,[재료] 소갈비 다짐육 600g [양념] 진간장 8큰술| 설탕 2큰술| 물엿 2큰술| 맛술 2큰술| 과일즙 3~4큰술| 다진파 3큰술| 다진마늘 2큰술| 참기름 2큰술| 후추 약간,소갈비다짐육
잡채,[재료] 당면 500g| 부추 100g| 큰 양파 1개| 당근 1개| 어묵 3장| 표고버섯 조금 [양념] 간장 10TS| 요리당 3TS| 매실 1.5TS| 참기름 2TS| 후추 약간| 마늘 0.5TS| 물 조금| 통깨 조금,"당면,부추,큰양파,당근,어묵,표고버섯"
간장게장,[재료] 꽃게 6kg [양념] 간장 1.5L| 참치액 0.2L(1컵)| 정종 0.5L(2.5컵)| 무| 양파| 배즙합해서 0.5L| 황태육수 1L(5컵)| 매실액 1컵| 설탕 1컵| 통후추| 양파| 대파| 건고추| 감초 약간씩| 생강| 마늘,꽃게
된장찌개,[재료] 차돌박이 200g| 무 1주먹가득 [양념] 된장 1T| 고추장 1/2T| 청양고추| 파 1줌,"차돌박이,무"
오징어채볶음,[재료] 오징어채 1줌 [양념] 해바라기유 1스푼| 올리고당 2스푼| 고추장 1스푼| 다진 마늘 1/2스푼,오징어채
두부조림,[두부|대파|청양고추] 두부 1모| 대파 1개| 청양고추 1개 [새우젖|들기름|설탕|파|마늘|고추가루] 새우젓 1TS| 들기름 3TS| 진간장 2TS| 설탕 3TS| 고추가루 1~2TS| 다진마늘 2TS| 파 1개| 깨 조금,"두부,대파,청양고추,들기름,설탕,파,마늘,고추가루새우젓,들기름,진간장,설탕,고추가루,다진마늘,파,깨"
떡볶이,[재료] 떡볶이떡| 오뎅| 양배추| 대파 [양념] 설탕| 고추가루| 고추장| 간장| 후추,"떡볶이떡,오뎅,양배추,대파"
도토리묵,[재료] 도토리가루 1컵| 물 5컵 [양념] 포도씨유 1작은술| 소금 1/2작은술| 참기름 1/2작은술,"도토리가루,물"
배추김치,[재료] 배추 [양념] 무| 쪽파| 갓| 새우젓| 멸치액젓| 다진마늘| 다진생강| 찹쌀풀| 고춧가루| 청양고춧가루| 배| 사과| 홍시,배추
